OBJECTID,ERC_ID,OBJECTID_1,ERC_ID_1,INCIDENT_TYPE,INCIDENT_STATUS,COMMS_COMMENT,ROAD_CLOSURE_TYPE,DECLARED_ROAD_NUMBER,DECLARED_ROAD_NAME,DECLARED_ROAD_DIRECTION,CLOSED_ROAD_NAME,CLOSED_ROAD_SRNS,CLOSED_ROAD_RMA_CLASS,CLOSED_ROAD_LGA,CLOSED_ROAD_VR_REGION,CLOSED_ROAD_SES_REGION,CLOSED_ROAD_TRAM,CLOSED_ROAD_BUS,INCIDENT_DISTANCE,INCIDENT_DIRECTION,INCIDENT_INT_ROAD_NAME,INCIDENT_LOCALITY,INCIDENT_MELWAY,INCIDENT_VCSD,START_INT_ROAD_NAME,START_INT_LOCALITY,END_INT_ROAD_NAME,END_INT_LOCALITY,DT_CREATED,DT_UPDATED,DT_PUBLISH_UNTIL,DT_LAST_LN_UPDATE,POINT_TYPE
2661,ERC023702,15675,ERC023702,Flood,inactive,Road closed due to flooding. Drivers travelling through the area are advised to allow extra time. ,Road Closed,,,forward,JACK RIVER CONNECTION ROAD,,MU,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,0,North,,JACK RIVER,,104C2,JACK RIVER CONNECTION ROAD,JACK RIVER,LOWER JACK ROAD,JACK RIVER,08/12/2014 14:37:44,08/12/2014 16:47:50,08/12/2014 17:02:48,08/12/2014 16:47:50,WHOLE
2662,ERC024137,16929,ERC024137,Police Incident,inactive,Road closed due to police incident. Emergency services are on-site. Drivers travelling through the area are advised to seek an alternate route. ,Road Closed,5603,CHILDS ROAD,forward,CHILDS ROAD,,AO,WHITTLESEA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"569, 566",0,East,,MILL PARK,9D2,79B4,PRINCE OF WALES AVENUE,MILL PARK,BOWMAN DRIVE,MILL PARK,31/12/2014 11:16:49,31/12/2014 18:42:27,31/12/2014 18:57:03,31/12/2014 18:42:04,MIDPOINT
2665,ERC017865,11477,ERC017865,Emergency Works,inactive,A burst water main has closed the north bound lane.,Traffic Alert,,,forward,ELIZABETH STREET,,MU,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"19, 59, 57","253, 302, 605, 905, 906, 907, 908, 942, 954, 250, 251, 303, 305, 309, 318",0,North,,MELBOURNE,43G8,78H6,LONSDALE STREET,MELBOURNE,LITTLE LONSDALE STREET,MELBOURNE,27/02/2014 21:35:40,28/02/2014 01:02:39,28/02/2014 01:17:34,28/02/2014 01:02:38,MIDPOINT
2666,ERC019151,12366,ERC019151,Vehicle Collision,inactive,Road now open between Rogerson Street and Macey Avenue after an earlier collision. ,Road Closed,5864,ASCOT VALE-KEILOR ROAD,forward,MILITARY ROAD,,AO,MOONEE VALLEY,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,406,0,South,,AVONDALE HEIGHTS,27E6,78F6,ROGERSON STREET,AVONDALE HEIGHTS,MACEY AVENUE,AVONDALE HEIGHTS,08/05/2014 10:54:20,08/05/2014 12:58:44,08/05/2014 13:58:31,08/05/2014 12:58:45,MIDPOINT
2667,ERC017405,12574,ERC017405,Fire,inactive,Donnybrook Road is now OPEN between Hume Freeway and Mickleham Road. ,Road Closed - Emergency Services Access Only,5055,DONNYBROOK ROAD,forward,DONNYBROOK ROAD,C723,AO,HUME,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,110,West,,MICKLEHAM,366H5,78H2,HUME FREEWAY,MICKLEHAM,MICKLEHAM ROAD,MICKLEHAM,09/02/2014 16:40:16,11/02/2014 13:52:42,11/02/2014 14:52:30,11/02/2014 13:52:42,MIDPOINT
2668,ERC019175,11066,ERC019175,Emergency Works,inactive,Inbound speed limit back to normal between Williams Street and Chapel Street after earlier utility works. ,Traffic Alert,5898,TOORAK ROAD,forward,TOORAK ROAD,,AO,STONNINGTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),"78, 8, 79",968,0,West,,SOUTH YARRA,58E3,78H7,CHAPEL STREET,SOUTH YARRA,WILLIAMS ROAD,SOUTH YARRA,09/05/2014 09:22:12,09/05/2014 17:01:41,09/05/2014 17:16:30,09/05/2014 17:01:41,MIDPOINT
2669,ERC020106,13248,ERC020106,Weather,inactive,Road now open between Lake Mountain Rd and Cumberland Junction. Snow clearing still taking place. Drivers are advised to carry snow chains and fit as required.  ,Traffic Alert,4961,MARYSVILLE-WOODS POINT ROAD,forward,MARYSVILLE-WOODS POINT ROAD,C512,AO,YARRA RANGES,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,SouthWest,,CAMBARVILLE,,80G2,LAKE MOUNTAIN ROAD,CAMBARVILLE,WARBURTON-WOODS POINT ROAD,CAMBARVILLE,24/06/2014 10:14:00,07/07/2014 16:01:00,07/07/2014 16:15:51,07/07/2014 16:01:00,MIDPOINT
2670,ERC020362,13349,ERC020362,Emergency Works,inactive,All lanes clear inbound through Chirnside Park after power works. ,Traffic Alert,2720,MAROONDAH HIGHWAY,forward,MAROONDAH HIGHWAY,,AH,"YARRA RANGES, MAROONDAH",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"664, 670, 675, 679, 683, 684, 685, 966",0,West,,CHIRNSIDE PARK,37F5,79F6,MOOROOLBARK ROAD,LILYDALE,RAMSET DRIVE,CHIRNSIDE PARK,07/07/2014 09:08:15,07/07/2014 15:00:37,07/07/2014 15:30:35,07/07/2014 15:00:37,MIDPOINT
2671,ERC021069,13652,ERC021069,Emergency Works,inactive,All lanes clear eastbound between Beaconsfield St ,Traffic Alert,5805,DONCASTER ROAD,forward,DONCASTER ROAD,,AO,MANNINGHAM,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"907, 966, 207, 280, 282, 284",0,West,,DONCASTER,47C1,79C6,BEACONSFIELD STREET,DONCASTER,BAYLEY GROVE,DONCASTER,07/08/2014 10:08:03,07/08/2014 15:49:28,07/08/2014 16:04:26,07/08/2014 15:49:28,MIDPOINT
2673,ERC022867,14848,ERC022867,Police Incident,inactive,Coolart road is closed in both directions between Graydens and Bungower roads. Local detour in place. VicRoads advises drivers travelling through the area to allow extra time.,Road Closed,5715,COOLART ROAD,forward,COOLART ROAD,C785,AO,MORNINGTON PENINSULA,METRO SOUTH EAST,GIPPSLAND (EAST),,,0,South,,HASTINGS,153J5,95D5,GRAYDENS ROAD,HASTINGS,BUNGOWER ROAD,MOOROODUC,02/11/2014 09:40:07,02/11/2014 15:50:32,02/11/2014 16:50:31,02/11/2014 09:49:49,MIDPOINT
2674,ERC023222,15504,ERC023222,Emergency Works,inactive,All lanes now open between Rivington Avenue and Kallista-Emerald Road after earlier utility works. ,Traffic Alert,5775,MONBULK ROAD,forward,MONBULK ROAD,C404,AO,YARRA RANGES,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"663, 694",0,South,,KALLISTA,75J3,79G8,RIVINGTON AVENUE,KALLISTA,KALLISTA-EMERALD ROAD,KALLISTA,19/11/2014 09:52:42,19/11/2014 14:37:48,19/11/2014 14:52:34,19/11/2014 14:37:47,MIDPOINT
2675,ERC023393,15561,ERC023393,Emergency Incident,inactive,Wurundjeri Way closed northbound between Bourke St and entrace of Etihad Stadium. Southbound traffic will be on contra flow. Closures in place for the next 48 hours. Drivers travelling through the area are advised to allow extra time. ,Traffic Alert,2120,DOCKLANDS HIGHWAY,reverse,WURUNDJERI WAY,,AH,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,942,0,SouthEast,,DOCKLANDS,43E9,78H7,BOURKE STREET,DOCKLANDS,WURUNDJERI WAY,DOCKLANDS,25/11/2014 15:01:18,25/11/2014 19:47:58,25/11/2014 20:17:56,25/11/2014 19:47:58,MIDPOINT
2676,ERC023640,15971,ERC023640,Police Incident,inactive,Burke Road is closed to all traffic between Broadway ,Road Closed,5874,BURKE ROAD,forward,BURKE ROAD,,AO,BOROONDARA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),72,,0,South,,CAMBERWELL,45J11,79B7,BROADWAY,CAMBERWELL,VICTORIA ROAD,CAMBERWELL,06/12/2014 01:01:58,06/12/2014 09:18:23,06/12/2014 10:18:22,06/12/2014 01:04:51,MIDPOINT
2677,ERC023796,15992,ERC023796,Emergency Works,inactive,All lanes open westbound between Station Street and Nicholson Street after earlier power works. ,Traffic Alert,5863,BRUNSWICK ROAD,forward,BRUNSWICK ROAD,,AO,"MORELAND, YARRA",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),96,"250, 251",0,West,,BRUNSWICK EAST,30A10,78H6,STATION STREET,BRUNSWICK EAST,NICHOLSON STREET,BRUNSWICK EAST,12/12/2014 09:30:28,12/12/2014 13:55:05,12/12/2014 14:09:52,12/12/2014 13:55:05,MIDPOINT
2678,ERC023994,15765,ERC023994,Fire,inactive,,Road Closed,,,forward,SHARP ROAD,,MU,BENALLA,NORTH EASTERN,HUME (NORTH EAST),,,697,SouthEast,,BROKEN CREEK,,33G8,QUINN ROAD,BROKEN CREEK,BENALLA-TOCUMWAL ROAD,GOORAMBAT,18/12/2014 14:02:10,23/12/2014 08:58:07,23/12/2014 09:13:06,23/12/2014 08:58:07,WHOLE
2679,ERC023995,15766,ERC023995,Fire,inactive,,Road Closed,,,forward,SHARP ROAD,,MU,BENALLA,NORTH EASTERN,HUME (NORTH EAST),,,0,NorthWest,,BROKEN CREEK,,33G8,QUINN ROAD,BROKEN CREEK,QUINN ROAD,BROKEN CREEK,18/12/2014 14:03:21,23/12/2014 08:57:59,23/12/2014 09:12:56,23/12/2014 08:57:59,WHOLE
2680,ERC024035,17185,ERC024035,Road Damage,inactive,,1 lane closed eastbound,5520,FOOTSCRAY-CAROLINE SPRINGS ROAD,forward,BALLARAT ROAD,,AO,"BRIMBANK, MARIBYRNONG",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"942, 410, 215, 220",0,East,,SUNSHINE,26H10,78F6,HARVESTER ROAD,SUNSHINE,DUKE STREET,BRAYBROOK,19/12/2014 10:56:40,19/12/2014 11:02:04,19/12/2014 11:01:59,19/12/2014 11:02:04,MIDPOINT
2681,ERC024039,17186,ERC024039,Fire,inactive,The road has re-opemed as advised by the Shire.Road closed between Gap Road and the Ruffy township due to fire. Drivers are advised to avoid the area. ,Road Closed,,,forward,LONGWOOD-RUFFY ROAD,,MU,STRATHBOGIE,NORTH EASTERN,HUME (NORTH EAST),,,0,North,,RUFFY,,46J8,EDDY LANE,RUFFY,PONKEEN CREEK ROAD,TARCOMBE,19/12/2014 11:04:47,28/12/2014 12:51:20,28/12/2014 13:06:17,28/12/2014 12:51:19,MIDPOINT
2682,ERC017231,12567,ERC017231,Road Damage,inactive,All clear between Anderson Road and Cook Road after heat damaged the road surface.,Traffic Alert,5712,NAR NAR GOON-LONGWARRY ROAD,forward,NAR NAR GOON-LONGWARRY ROAD,C433,AO,CARDINIA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,BUNYIP,,96D3,ANDERSON ROAD,BUNYIP,COOK ROAD,BUNYIP,03/02/2014 15:31:53,04/02/2014 13:18:15,04/02/2014 13:33:13,04/02/2014 13:18:14,MIDPOINT
2683,ERC017345,12569,ERC017345,Fire,inactive,Road closed between Grampians Road and Mt Victory Road due to fire. Drivers are advised to avoid travel to the area.For fire updates please visit www.cfa.vic.gov.au ,Road Closed,4911,SILVERBAND ROAD,forward,SILVERBAND ROAD,C218,AO,NORTHERN GRAMPIANS,WESTERN,GRAMPIANS (MID WEST),,,0,SouthWest,,BELLFIELD (GRAMPIANS),,56A4,GRAMPIANS ROAD,BELLFIELD (GRAMPIANS),MT VICTORY ROAD,BELLFIELD (GRAMPIANS),07/02/2014 16:06:10,10/02/2014 10:00:28,10/02/2014 11:00:27,10/02/2014 10:00:29,MIDPOINT
2684,ERC017389,10723,ERC017389,Fire,inactive,,Road Closed,2510,PRINCES HIGHWAY EAST,reverse,PRINCES HIGHWAY,A1,AH,EAST GIPPSLAND,EASTERN,GIPPSLAND (EAST),,,83,SouthWest,MARLO ROAD,ORBOST,,86G3,YOUNGS CREEK ROAD,ORBOST,MONARO HIGHWAY,CANN RIVER,09/02/2014 14:28:17,09/02/2014 19:54:12,09/02/2014 21:54:09,09/02/2014 19:54:11,INCIDENT
2685,ERC017387,10702,ERC017387,Weather,inactive,"Police advise road has reopened, still under 40km/h speed limit. ",Road Closed,5032,COBDEN-STONEYFORD ROAD,forward,COBDEN-STONYFORD ROAD,C149,AO,"CORANGAMITE, COLAC OTWAY",SOUTH WESTERN,BARWON (SOUTH WEST),,,0,West,,SOUTH PURRUMBETE,,91E7,ANSONS ROAD,SOUTH PURRUMBETE,PRINCES HIGHWAY,STONYFORD,09/02/2014 13:12:24,09/02/2014 20:07:59,09/02/2014 20:07:48,09/02/2014 20:07:52,MIDPOINT
2686,ERC017396,10724,ERC017396,Fire,inactive,,Road Closed,2510,PRINCES HIGHWAY EAST,forward,PRINCES HIGHWAY,A1,AH,EAST GIPPSLAND,EASTERN,GIPPSLAND (EAST),,,0,West,,CANN RIVER,,86G3,MONARO HIGHWAY,CANN RIVER,JAMES ROAD,ORBOST,09/02/2014 14:32:05,09/02/2014 19:02:10,09/02/2014 21:02:06,09/02/2014 19:02:07,MIDPOINT
2687,ERC017444,12028,ERC017444,Fire,inactive,"UPDATE: Road closed between Hume Fwy, Beveridge and Broadford-Kilmore Road due to fire. Drivers are advised to avoid travel to the area. For fire updates please visit www.cfa.vic.gov.au",Road Closed - Authorised Access Only,2540,NORTHERN HIGHWAY,forward,NORTHERN HIGHWAY,B75,AH,MITCHELL,NORTHERN,LODDON MALLEE (NORTH WEST),,,0,,,KILMORE,646A5,60H7,BROADFORD-KILMORE ROAD,KILMORE,NORTHERN-HUME IN RAMP ON,BEVERIDGE,12/02/2014 10:11:51,12/02/2014 17:21:57,12/02/2014 19:21:43,12/02/2014 17:21:56,MIDPOINT
2688,ERC017562,10581,ERC017562,Fire,inactive,Road closed between Fitzgerald Road and Mill Road.Drivers are advised to avoid travel to the area. For fire updates please visit www.cfa.vic.gov.au ,Road Closed - Residents Access Only,,,forward,UNION LANE,,MU,MITCHELL,NORTHERN,MELBOURNE METROPOLITAN (CENTRAL),,,0,East,,BYLANDS,,60H7,FITZGERALD ROAD,BYLANDS,MILL ROAD,BYLANDS,12/02/2014 21:00:30,13/02/2014 14:47:34,13/02/2014 15:02:31,13/02/2014 14:47:33,MIDPOINT
2689,ERC017574,11894,ERC017574,Fire,inactive,Road closed between Kilmore-Lancefield Road and Moores Road. Drivers are advised to avoid travel to the area. For fire updates please visit www.cfa.vic.gov.au ,Road Closed - Residents Access Only,,,forward,HIGH PARK ROAD,,MU,MITCHELL,NORTHERN,LODDON MALLEE (NORTH WEST),,,0,North,,FORBES,,60G7,KILMORE-LANCEFIELD ROAD,FORBES,MOORES ROAD,FORBES,12/02/2014 21:52:22,13/02/2014 17:56:45,13/02/2014 18:11:43,13/02/2014 17:56:45,WHOLE
2690,ERC017576,11913,ERC017576,Fire,inactive,Road closed between Kilmore-Lancefield Road and Pattersons Road. Drivers are advised to avoid travel to the area. For fire updates please visit www.cfa.vic.gov.au ,Road Closed - Authorised Access Only,,,forward,NO3 CREEK ROAD,,MU,"MITCHELL, MACEDON RANGES",NORTHERN,LODDON MALLEE (NORTH WEST),,,0,North,,FORBES,,60F6,KILMORE-LANCEFIELD ROAD,FORBES,PATTERSONS ROAD,BYLANDS,12/02/2014 22:04:23,13/02/2014 14:49:26,13/02/2014 15:04:24,13/02/2014 14:49:26,WHOLE
2691,ERC017578,11914,ERC017578,Fire,inactive,Road closed between Lancefield-Kilmore Road and McHargs Road. Drivers are advised to avoid travel to the area. For fire updates please visit www.cfa.vic.gov.au ,Road Closed - Residents Access Only,,,forward,OLD KILMORE-LANCEFIELD ROAD,,MU,"MITCHELL, MACEDON RANGES",NORTHERN,LODDON MALLEE (NORTH WEST),,,0,South,,GOLDIE,,60F6,LANCEFIELD-KILMORE ROAD,GOLDIE,MCHARGS ROAD,FORBES,12/02/2014 22:11:52,13/02/2014 16:34:12,13/02/2014 16:49:10,13/02/2014 16:34:12,WHOLE
2693,ERC018051,10987,ERC018051,Emergency Works,inactive,Speed limit back to normal eastbound between Yorkminster Avenue and Stokes Road after earlier water works. ,Traffic Alert,5920,BORONIA ROAD,forward,BORONIA ROAD,,AO,KNOX,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,901,0,,,WANTIRNA,63J6,79E7,YORKMINSTER AVENUE,WANTIRNA,STOKES ROAD,WANTIRNA,11/03/2014 12:25:21,11/03/2014 16:44:16,11/03/2014 16:59:01,11/03/2014 16:44:15,MIDPOINT
2694,ERC018107,11630,ERC018107,Emergency Works,inactive,Left-hand lane closed  westbound between Balwyn Road and Wattle Valley Road due to water works. Speed limit reduced to 40km/h. Works expected to be completed by 3:00pm. Drivers travelling through the area are advised to allow extra time. ,Traffic Alert,5802,CANTERBURY ROAD,reverse,CANTERBURY ROAD,,AO,BOROONDARA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,285,0,East,,CANTERBURY,46D11,79C7,BALWYN ROAD,CANTERBURY,WATTLE VALLEY ROAD,CANTERBURY,14/03/2014 09:52:33,14/03/2014 14:51:25,14/03/2014 15:06:23,14/03/2014 14:51:25,MIDPOINT
2695,ERC018124,12250,ERC018124,Vehicle Collision,inactive,Incident cleared Altona-bound between Dalton Rd ,Traffic Alert,2880,METROPOLITAN RING ROAD,reverse,METROPOLITAN RING ROAD,M80,FW,WHITTLESEA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"556, 562, 566",0,East,,THOMASTOWN,9E9,79B5,DALTON ROAD,THOMASTOWN,PLENTY ROAD,BUNDOORA,17/03/2014 08:41:08,17/03/2014 09:31:21,17/03/2014 09:31:20,17/03/2014 09:31:21,MIDPOINT
2696,ERC018280,12577,ERC018280,Emergency Works,inactive,Right-hand lane closed in either direction between Eastlink and Frankston-Dandenong Road due to works. Speed limit reduced to 60km/h. Drivers travelling through the area are advised to allow extra time. ,Traffic Alert,2601,MORNINGTON PENINSULA FREEWAY,forward,MORNINGTON PENINSULA FREEWAY,M11,FW,FRANKSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"778, 901",0,North,,CARRUM DOWNS,100B5,95D3,EASTLINK OUT-RUTHERFORD RAMP OF,CARRUM DOWNS,FRANKSTON-DANDENONG ROAD,CARRUM DOWNS,25/03/2014 10:05:21,25/03/2014 14:29:44,25/03/2014 14:59:42,25/03/2014 14:29:43,MIDPOINT
2697,ERC018417,11749,ERC018417,Vehicle Collision,inactive,All lanes now open eastbound between Gilbert Road and Jessie Street after an earlier collision. ,lanes closed eastbound,2400,STATE (BELL/SPRINGVALE) HIGHWAY,forward,BELL STREET,,AH,DAREBIN,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"11, 112","903, 956, 513",0,West,,PRESTON,30C1,78H5,GILBERT ROAD,PRESTON,JESSIE STREET,PRESTON,02/04/2014 04:07:56,02/04/2014 11:33:48,02/04/2014 11:33:07,02/04/2014 11:33:48,MIDPOINT
2698,ERC017186,10704,ERC017186,Vehicle Collision,inactive,The road is now open.,Road Closed,5750,ROSEBUD-FLINDERS ROAD,forward,BONEO ROAD,C777,AO,MORNINGTON PENINSULA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,NorthWest,,CAPE SCHANCK,259K9,94H9,CAPE SCHANCK ROAD,CAPE SCHANCK,MEAKINS ROAD,FLINDERS,01/02/2014 16:18:38,01/02/2014 19:50:21,01/02/2014 19:50:15,01/02/2014 19:50:20,MIDPOINT
2699,ERC017684,11672,ERC017684,Emergency Works,inactive,All lanes clear eastbound between Crawford Street and Bate Drive after sewer works. ,Traffic Alert,5168,BRAESIDE-DANDENONG ROAD,forward,GOVERNOR ROAD,,AO,KINGSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"705, 709",0,West,,BRAESIDE,93A1,95C2,CRAWFORD STREET,BRAESIDE,BATE DRIVE,BRAESIDE,18/02/2014 09:14:40,18/02/2014 16:06:20,18/02/2014 16:21:18,18/02/2014 16:06:19,MIDPOINT
2700,ERC018104,11628,ERC018104,Vehicle Collision,inactive,Road closed between High Street Road and Highbury Street due to a collision. Emergency Services are on site. Drivers travelling through the area are advised to seek an alternate route. ,Road Closed,2070,WARRIGAL HIGHWAY,reverse,WARRIGAL ROAD,,AH,"BOROONDARA, WHITEHORSE, MONASH",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"903, 734",0,North,PASCOE STREET,BURWOOD,60G8,79C7,HIGH STREET ROAD,ASHBURTON,HIGHBURY ROAD,BURWOOD,14/03/2014 08:59:45,14/03/2014 10:24:00,14/03/2014 12:23:58,14/03/2014 10:23:59,INCIDENT
2701,ERC018246,12641,ERC018246,Vehicle Collision,inactive,Police on-site to assist with traffic diversions.Delays maybe experienced.,Road Closed,5345,NORTHERN ROUTE,forward,FOOTE STREET,,AO,MANNINGHAM,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"293, 901, 902, 279, 309, 280, 282, 286, 961",0,West,,TEMPLESTOWE,33G5,79D6,CHURCH ROAD,TEMPLESTOWE,WILLIAMSONS ROAD,TEMPLESTOWE,22/03/2014 01:41:18,22/03/2014 13:34:26,22/03/2014 13:34:23,22/03/2014 13:34:25,MIDPOINT
2702,ERC018458,10718,ERC018458,Emergency Works,inactive,All lanes now open inbound between Dandenong Road and Ellesmere Road after earlier water works. ,Traffic Alert,5998,WILLIAMS ROAD,reverse,WILLIAMS ROAD,,AO,STONNINGTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"216, 219, 980",0,North,,PRAHRAN,58F8,78H7,DANDENONG ROAD,PRAHRAN,ELLESMERE ROAD,PRAHRAN,03/04/2014 08:08:48,03/04/2014 16:11:29,03/04/2014 16:26:16,03/04/2014 16:11:27,MIDPOINT
2703,ERC020409,13254,ERC020409,Vehicle Collision,inactive,Road closed between West Rd and Western Port Hwy due to a collision. Emergency services are on site. Drivers travelling through the area are advised to seek an alternate route. ,Road Closed,5764,BAXTER-TOORADIN ROAD,forward,BAXTER-TOORADIN ROAD,C781,AO,"FRANKSTON, MORNINGTON PENINSULA, CASEY",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,776,0,West,,LANGWARRIN SOUTH,140B5,95E5,WEST ROAD,LANGWARRIN SOUTH,DANDENONG-HASTINGS ROAD,LANGWARRIN SOUTH,08/07/2014 14:46:46,08/07/2014 20:54:53,08/07/2014 21:54:53,08/07/2014 14:48:13,MIDPOINT
2704,ERC018793,10706,ERC018793,Police Incident,inactive,Elizabeth St has been closed southbound from Franklin St to Latrobe St. VicRoads advise motorists to seek an alternate route. ,All lanes closed southbound,,,forward,ELIZABETH STREET,,MU,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"19, 24, 30, 35, 59, 57","684, 954, 546, 942",0,,,MELBOURNE,43G7,78H6,FRANKLIN STREET,MELBOURNE,LA TROBE STREET,MELBOURNE,16/04/2014 05:36:16,16/04/2014 06:32:38,16/04/2014 06:32:38,16/04/2014 05:36:58,MIDPOINT
2706,ERC020397,13175,ERC020397,Emergency Works,inactive,All lanes closed westbound between Dryburgh St and Munster Tce for water works. Speed limit reduced to 40km/h. Works expected to finish by 2.00pm. Drivers travelling through the area are advised to allow extra time. ,Traffic Alert,,,forward,ARDEN STREET,,MU,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"401, 942",0,West,,NORTH MELBOURNE,43C4,78H6,DRYBURGH STREET,NORTH MELBOURNE,MUNSTER TERRACE,NORTH MELBOURNE,08/07/2014 10:25:54,08/07/2014 15:12:00,08/07/2014 15:26:58,08/07/2014 15:11:59,MIDPOINT
2707,ERC021567,14270,ERC021567,Emergency Works,inactive,All lanes clear eastbound between Liverpool Rd and Charles St after utility power works. ,Traffic Alert,5781,MOUNT DANDENONG ROAD,forward,MT DANDENONG ROAD,,AO,YARRA RANGES,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"688, 966, 689, 690",0,West,,KILSYTH,51G5,79G6,LIVERPOOL ROAD,KILSYTH,CHARLES STREET,KILSYTH,05/09/2014 09:59:34,05/09/2014 10:26:58,05/09/2014 10:41:55,05/09/2014 10:26:57,MIDPOINT
2709,ERC024009,15711,ERC024009,Fire,inactive,Webb Road closed between Midland Highway and Stewarton Road due to fire. Drivers are advised to avoid the area. ,Road Closed,,,forward,WEBB ROAD,,MU,BENALLA,NORTH EASTERN,HUME (NORTH EAST),,,0,South,,STEWARTON,,33F8,MIDLAND HIGHWAY,STEWARTON,STEWARTON ROAD,STEWARTON,18/12/2014 15:01:28,23/12/2014 08:56:48,23/12/2014 09:11:46,23/12/2014 08:56:48,MIDPOINT
2710,ERC024274,16240,ERC024274,Fire,inactive,Road closed between Cavendish and Jallumba-Mockinya Road. Drivers are advised to avoid the area. For fire updates please visit http://warnings.cfa.vic.gov.au/ ,Road Closed,2620,HENTY HIGHWAY,forward,HENTY HIGHWAY,A200,AH,"HORSHAM, SOUTHERN GRAMPIANS","WESTERN, SOUTH WESTERN",BARWON (SOUTH WEST),,,0,SouthWest,,CAVENDISH,,55E2,MERCER STREET,CAVENDISH,UNNAMED,MOCKINYA,07/01/2015 14:58:17,07/01/2015 22:08:16,07/01/2015 22:23:15,07/01/2015 22:08:16,MIDPOINT
2711,ERC024305,16241,ERC024305,Vehicle Collision,inactive,Detour for Western Highway via Pyrenees Highway to Avoca and Sunraysia Highway to Ballarat.,Detour,2700,SUNRAYSIA HIGHWAY,forward,HIGH STREET,B220,AH,"PYRENEES, BALLARAT",WESTERN,GRAMPIANS (MID WEST),,,0,South,,AVOCA,,57J3,BRIDPORT STREET,AVOCA,WESTERN FREEWAY,MITCHELL PARK,08/01/2015 16:58:40,09/01/2015 05:06:21,09/01/2015 05:21:19,09/01/2015 05:06:20,MIDPOINT
2712,ERC024985,16259,ERC024985,Vehicle Collision,inactive,Road remains closed between Timboon-Terrang Road and Cobden-Warrnambol Road due to a truck rollover. Seek alt route if travelling through the area . Road expected to be re-opened at approx 6:00pm. ,Road Closed,5036,COBDEN-WARRNAMBOOL ROAD,forward,COBDEN-WARRNAMBOOL ROAD,C167,AO,CORANGAMITE,SOUTH WESTERN,BARWON (SOUTH WEST),,,40,West,COBDEN-WARRNAMBOOL ROAD,GLENFYNE,,91B7,NEW BRUCKNELL ROAD,ECKLIN SOUTH,COBDEN-PORT CAMPBELL ROAD,COBDEN,11/02/2015 11:17:53,11/02/2015 20:57:36,11/02/2015 20:57:34,11/02/2015 20:57:36,INCIDENT
2713,ERC021292,13744,ERC021292,Emergency Works,inactive,All lanes clear inbound between Elm St ,Traffic Alert,5783,WANTIRNA-SASSAFRAS ROAD,reverse,MOUNTAIN HIGHWAY,,AO,KNOX,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"664, 755, 745",0,East,,BAYSWATER,64E4,79F7,ELM STREET,BAYSWATER,BIRCH STREET,BAYSWATER,21/08/2014 10:11:43,21/08/2014 13:06:48,21/08/2014 13:21:46,21/08/2014 13:06:47,MIDPOINT
